Charge,Customer Class,Customer Subclass,Lower Limit Demand,Upper Limit Demand,Lower Limit Consumption,Upper Limit Consumption,Generation Charge,Transmission Charge,Transmission Charge,Distribution Charge,Distribution Charge,Supply Charge,Supply Charge,Metering Charge,Metering Charge,System Loss Charge,UC-ME,UC-EC,UC-SCC,Fit-All (Renewable),Lifeline Rate Subsidy,Senior Citizen Subsidy,Lifeline Discount,Special Discount,Power Factor Adj,Power Factor Adj,Supply Period,Supply Period Start,Supply Period End,Power Act Reduction,Distribution Rate True-Up,Current RPT Charge,UC-ME for (NPC-SPUG),UC-ME for (RED-CI),UC-SD,Prev. Mos' Adj on Gen Cost,Dist Rate True-Up 1,Dist Rate True-Up 2,Dist Rate True-Up 3,Dist Rate True-Up 4,Cross Subsidy Charge,For Non-lifeline: Lifeline Subsidy,For Lifeline: Applicable Discounts,Current RPT,Prev. Mos' Adj on Gen,Reset Cost Adjustment,kWh Attributable,kW Attributable
Unit,,,,,,,per kWh,per kWh,per kW,per kWh,per kW,per kWh,per cust/mo,per kWh,per cust/mo,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,%,%,Penalty,Disc,,,,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,%,per kWh,per kWh,per kWh,,
2164,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,249.29,62.74,,134.55,,43.52,,,,27.11,10.46,0.17,12.98,8.31,4.41,0.0067,,,,,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,106.9667,0.0
2165,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,416.72,104.88,,224.92,,72.74,,,,45.32,17.48,0.28,21.71,13.89,7.37,0.0112,,,,,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,178.8012,0.0
2166,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,647.40,162.93,,349.43,,113.01,,,,70.40,27.16,0.44,33.72,21.58,11.45,0.0174,,,,,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,277.7774,0.0
2167,Residential,0 TO 20 KWH,,,0.0,20,3.8586,0.7379,,1.0012,,0.5085,16.73,0.3377,5.00,0.2666,0.1561,0.0025,0.1938,0.1830,,,100.00%,,,,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,1.6481999999999999,0.0
2168,Residential,21 TO 50 KWH,,,21.0,50,3.8586,0.7379,,1.0012,,0.5085,16.73,0.3377,5.00,0.2666,0.1561,0.0025,0.1938,0.1830,,,50.00%,,,,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,1.6481999999999999,0.0
2169,Residential,51 TO 70 KWH,,,51.0,70,3.8586,0.7379,,1.0012,,0.5085,16.73,0.3377,5.00,0.2666,0.1561,0.0025,0.1938,0.1830,,,35.00%,,,,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,1.6481999999999999,0.0
2170,Residential,71 TO 100 KWH,,,71.0,100,3.8586,0.7379,,1.0012,,0.5085,16.73,0.3377,5.00,0.2666,0.1561,0.0025,0.1938,0.1830,,,20.00%,,,,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,1.6481999999999999,0.0
2171,Residential,101 TO 200 KWH,,,101.0,200,3.8586,0.7379,,1.0012,,0.5085,16.73,0.3377,5.00,0.2666,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,,,,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,1.7079,0.0
2172,Residential,201 TO 300 KWH,,,201.0,300,3.8586,0.7379,,1.3183,,0.5085,16.73,0.3377,5.00,0.2666,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,,,,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,1.7079,0.0
2173,Residential,301 TO 400 KWH,,,301.0,400,3.8586,0.7379,,1.6175,,0.5085,16.73,0.3377,5.00,0.2666,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,,,,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,1.7079,0.0
2174,Residential,OVER 400 KWH,,,400.0,,3.8586,0.7379,,2.1387,,0.5085,16.73,0.3377,5.00,0.2666,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,,,,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,1.7079,0.0
2175,General Service A,0 TO 200 KWH,,,0.0,200,3.8586,0.7379,,1.0012,,0.5085,16.73,0.3377,5.00,0.2666,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,5%,,,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,1.7079,0.0
2176,General Service A,201 TO 300 KWH,,,201.0,300,3.8586,0.7379,,1.3183,,0.5085,16.73,0.3377,5.00,0.2666,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,5%,,,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,1.7079,0.0
2177,General Service A,301 TO 400 KWH,,,301.0,400,3.8586,0.7379,,1.6175,,0.5085,16.73,0.3377,5.00,0.2666,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,5%,,,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,1.7079,0.0
2178,General Service A,OVER 400 KWH,,,400.0,,3.8586,0.7379,,2.1387,,0.5085,16.73,0.3377,5.00,0.2666,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,5%,,,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,1.7079,0.0
2179,General Service B,General Service B,5.0,40.0,,,3.8586,,226.2808,0.1368,237.15,,371.48,,362.34,0.2666,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,3%,,,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,0.8617,0.0
2180,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,3.8586,,254.4106,0.1368,237.15,,845.17,,849.44,0.2666,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,3%,1.4%,0.7%,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,0.8617,0.0
2181,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,3.8586,,254.4106,0.1368,237.15,,"3,505.46",,"3,525.12",0.2666,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,3%,1.4%,0.7%,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,0.8617,0.0
2182,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,3.8586,,254.4106,0.1368,237.15,,"12,726.30",,"12,075.11",0.2666,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,3%,1.4%,0.7%,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,0.8617,0.0
2183,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,3.8586,,263.7707,0.0513,182.66,,845.17,,849.44,0.1105,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,3%,1.4%,0.7%,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,0.7056,0.0
2184,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,3.8586,,263.7707,0.0513,182.66,,"3,505.46",,"3,525.12",0.1105,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,3%,1.4%,0.7%,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,0.7056,0.0
2185,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,3.8586,,263.7707,0.0513,182.66,,"12,726.30",,"12,075.11",0.1105,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,3%,1.4%,0.7%,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,0.7056,0.0
2186,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,3.8586,,302.1432,0.0513,182.66,,845.17,,849.44,0.1105,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,3%,1.4%,0.7%,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,0.7056,0.0
2187,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,3.8586,,302.1432,0.0513,182.66,,"3,505.46",,"3,525.12",0.1105,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,3%,1.4%,0.7%,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,0.7056,0.0
2188,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,3.8586,,302.1432,0.0513,182.66,,"12,726.30",,"12,075.11",0.1105,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,3%,1.4%,0.7%,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,0.7056,0.0
2189,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,3.8586,,225.6001,0.0513,143.32,,"3,505.46",,"3,525.12",0.0297,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,3%,1.4%,0.7%,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,0.6248,0.0
2190,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,3.8586,,225.6001,0.0513,143.32,,"12,726.30",,"12,075.11",0.0297,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,3%,1.4%,0.7%,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,0.6248,0.0
2191,GHMSCI,GHMSCI,,,,,3.8586,0.8280,,0.8667,,,278.59,,278.46,0.2666,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,,,,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,0.8617,0.0
2192,FLAT STREETLIGHTS,Per kWh,,,,,3.8586,0.7510,,2.0082,,0.6495,,,,0.2666,0.1561,0.0025,0.1938,0.1830,0.0599,(0.0002),,,,,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,1.5112,0.0
2193,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,162.06,31.54,,84.34,,27.28,,,,11.20,6.56,0.11,8.14,7.69,2.52,(0.0084),,,,,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,63.4916,0.0
2194,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,258.53,50.32,,134.55,,43.52,,,,17.86,10.46,0.17,12.98,12.26,4.01,(0.0134),,,,,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,101.24660000000002,0.0
2195,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,432.16,84.11,,224.92,,72.74,,,,29.86,17.48,0.28,21.71,20.50,6.71,(0.0224),,,,,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,169.2576,0.0
2196,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,671.40,130.67,,349.43,,113.01,,,,46.39,27.16,0.44,33.72,31.84,10.42,(0.0348),,,,,Jun-2017,05-26-2017,06-25-2017,,,,,,,,,,,,,,,,,,262.9452,0.0
2197,Residential,0 TO 20 KWH,,,0.0,20,4.9828,0.7782,,1.0012,,0.5085,16.73,0.3377,5.00,0.4660,0.1561,0.0025,0.1938,0.2563,,,100.00%,,,,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,1.9474,0.0
2198,Residential,21 TO 50 KWH,,,21.0,50,4.9828,0.7782,,1.0012,,0.5085,16.73,0.3377,5.00,0.4660,0.1561,0.0025,0.1938,0.2563,,,50.00%,,,,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,1.9474,0.0
2199,Residential,51 TO 70 KWH,,,51.0,70,4.9828,0.7782,,1.0012,,0.5085,16.73,0.3377,5.00,0.4660,0.1561,0.0025,0.1938,0.2563,,,35.00%,,,,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,1.9474,0.0
2200,Residential,71 TO 100 KWH,,,71.0,100,4.9828,0.7782,,1.0012,,0.5085,16.73,0.3377,5.00,0.4660,0.1561,0.0025,0.1938,0.2563,,,20.00%,,,,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,1.9474,0.0
2201,Residential,101 TO 200 KWH,,,101.0,200,4.9828,0.7782,,1.0012,,0.5085,16.73,0.3377,5.00,0.4660,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,,,,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0216,0.0
2202,Residential,201 TO 300 KWH,,,201.0,300,4.9828,0.7782,,1.3183,,0.5085,16.73,0.3377,5.00,0.4660,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,,,,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0216,0.0
2203,Residential,301 TO 400 KWH,,,301.0,400,4.9828,0.7782,,1.6175,,0.5085,16.73,0.3377,5.00,0.4660,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,,,,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0216,0.0
2204,Residential,OVER 400 KWH,,,400.0,,4.9828,0.7782,,2.1387,,0.5085,16.73,0.3377,5.00,0.4660,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,,,,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0216,0.0
2205,General Service A,0 TO 200 KWH,,,0.0,200,4.9828,0.7782,,1.0012,,0.5085,16.73,0.3377,5.00,0.4660,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,5%,,,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0216,0.0
2206,General Service A,201 TO 300 KWH,,,201.0,300,4.9828,0.7782,,1.3183,,0.5085,16.73,0.3377,5.00,0.4660,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,5%,,,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0216,0.0
2207,General Service A,301 TO 400 KWH,,,301.0,400,4.9828,0.7782,,1.6175,,0.5085,16.73,0.3377,5.00,0.4660,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,5%,,,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0216,0.0
2208,General Service A,OVER 400 KWH,,,400.0,,4.9828,0.7782,,2.1387,,0.5085,16.73,0.3377,5.00,0.4660,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,5%,,,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,2.0216,0.0
2209,General Service B,General Service B,5.0,40.0,,,4.9828,,254.2600,0.1368,237.15,,371.48,,362.34,0.4660,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,3%,,,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,1.1754,0.0
2210,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,4.9828,,275.1900,0.1368,237.15,,845.17,,849.44,0.4660,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,3%,1.4%,0.7%,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,1.1754,0.0
2211,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,4.9828,,275.1900,0.1368,237.15,,"3,505.46",,"3,525.12",0.4660,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,3%,1.4%,0.7%,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,1.1754,0.0
2212,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,4.9828,,275.1900,0.1368,237.15,,"12,726.30",,"12,075.11",0.4660,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,3%,1.4%,0.7%,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,1.1754,0.0
2213,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,4.9828,,289.3800,0.0513,182.66,,845.17,,849.44,0.1957,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,3%,1.4%,0.7%,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,0.9051,0.0
2214,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,4.9828,,289.3800,0.0513,182.66,,"3,505.46",,"3,525.12",0.1957,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,3%,1.4%,0.7%,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,0.9051,0.0
2215,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,4.9828,,289.3800,0.0513,182.66,,"12,726.30",,"12,075.11",0.1957,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,3%,1.4%,0.7%,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,0.9051,0.0
2216,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,4.9828,,324.4900,0.0513,182.66,,845.17,,849.44,0.1957,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,3%,1.4%,0.7%,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,0.9051,0.0
2217,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,4.9828,,324.4900,0.0513,182.66,,"3,505.46",,"3,525.12",0.1957,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,3%,1.4%,0.7%,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,0.9051,0.0
2218,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,4.9828,,324.4900,0.0513,182.66,,"12,726.30",,"12,075.11",0.1957,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,3%,1.4%,0.7%,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,0.9051,0.0
2219,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,4.9828,,241.6300,0.0513,143.32,,"3,505.46",,"3,525.12",0.0588,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,3%,1.4%,0.7%,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,0.7682,0.0
2220,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,4.9828,,241.6300,0.0513,143.32,,"12,726.30",,"12,075.11",0.0588,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,3%,1.4%,0.7%,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,0.7682,0.0
2221,GHMSCI,GHMSCI,,,,,4.9828,0.8791,,0.8667,,,278.59,,278.46,0.4660,0.1561,0.0025,0.1938,0.2563,0.0741,0.0001,,,,,Jun-2018,05-26-2018,06-25-2018,,,,,,0.0265,,,,,,,,,,,,1.1754,0.0
2222,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,209.28,33.50,,84.34,,27.28,,,,19.57,6.56,0.11,8.14,10.76,3.11,0.0042,,,,,Jun-2018,05-26-2018,06-25-2018,,,,,,1.11,,,,,,,,,,,,76.6442,0.0
2223,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,333.85,53.43,,134.55,,43.52,,,,31.22,10.46,0.17,12.98,17.17,4.96,0.0067,,,,,Jun-2018,05-26-2018,06-25-2018,,,,,,1.78,,,,,,,,,,,,122.26670000000001,0.0
2224,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,558.07,89.32,,224.92,,72.74,,,,52.19,17.48,0.28,21.71,28.71,8.30,0.0112,,,,,Jun-2018,05-26-2018,06-25-2018,,,,,,2.97,,,,,,,,,,,,204.3912,0.0
2225,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,867.01,138.77,,349.43,,113.01,,,,81.08,27.16,0.44,33.72,44.60,12.89,0.0174,,,,,Jun-2018,05-26-2018,06-25-2018,,,,,,4.61,,,,,,,,,,,,317.5274,0.0
2226,Residential,0 TO 20 KWH,,,0.0,20,5.4158,0.7336,,1.0012,,0.5085,16.73,0.3377,5.00,0.4594,0.1561,0.0025,,0.2226,,,100.00%,,,,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,1.7296,0.0
2227,Residential,21 TO 50 KWH,,,21.0,50,5.4158,0.7336,,1.0012,,0.5085,16.73,0.3377,5.00,0.4594,0.1561,0.0025,,0.2226,,,50.00%,,,,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,1.7296,0.0
2228,Residential,51 TO 70 KWH,,,51.0,70,5.4158,0.7336,,1.0012,,0.5085,16.73,0.3377,5.00,0.4594,0.1561,0.0025,,0.2226,,,35.00%,,,,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,1.7296,0.0
2229,Residential,71 TO 100 KWH,,,71.0,100,5.4158,0.7336,,1.0012,,0.5085,16.73,0.3377,5.00,0.4594,0.1561,0.0025,,0.2226,,,20.00%,,,,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,1.7296,0.0
2230,Residential,101 TO 200 KWH,,,101.0,200,5.4158,0.7336,,1.0012,,0.5085,16.73,0.3377,5.00,0.4594,0.1561,0.0025,,0.2226,0.0755,0.0001,,,,,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,1.8051999999999997,0.0
2231,Residential,201 TO 300 KWH,,,201.0,300,5.4158,0.7336,,1.3183,,0.5085,16.73,0.3377,5.00,0.4594,0.1561,0.0025,,0.2226,0.0755,0.0001,,,,,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,1.8051999999999997,0.0
2232,Residential,301 TO 400 KWH,,,301.0,400,5.4158,0.7336,,1.6175,,0.5085,16.73,0.3377,5.00,0.4594,0.1561,0.0025,,0.2226,0.0755,0.0001,,,,,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,1.8051999999999997,0.0
2233,Residential,OVER 400 KWH,,,400.0,,5.4158,0.7336,,2.1387,,0.5085,16.73,0.3377,5.00,0.4594,0.1561,0.0025,,0.2226,0.0755,0.0001,,,,,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,1.8051999999999997,0.0
2234,General Service A,0 TO 200 KWH,,,0.0,200,5.4158,0.7336,,1.0012,,0.5085,16.73,0.3377,5.00,0.4594,0.1561,0.0025,,0.2226,0.0755,0.0001,,5%,,,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,1.8051999999999997,0.0
2235,General Service A,201 TO 300 KWH,,,201.0,300,5.4158,0.7336,,1.3183,,0.5085,16.73,0.3377,5.00,0.4594,0.1561,0.0025,,0.2226,0.0755,0.0001,,5%,,,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,1.8051999999999997,0.0
2236,General Service A,301 TO 400 KWH,,,301.0,400,5.4158,0.7336,,1.6175,,0.5085,16.73,0.3377,5.00,0.4594,0.1561,0.0025,,0.2226,0.0755,0.0001,,5%,,,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,1.8051999999999997,0.0
2237,General Service A,OVER 400 KWH,,,400.0,,5.4158,0.7336,,2.1387,,0.5085,16.73,0.3377,5.00,0.4594,0.1561,0.0025,,0.2226,0.0755,0.0001,,5%,,,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,1.8051999999999997,0.0
2238,General Service B,General Service B,5.0,40.0,,,5.4158,,225.6100,0.1368,237.15,,371.48,,362.34,0.4594,0.1561,0.0025,,0.2226,0.0755,0.0001,,3%,,,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,0.9589999999999999,0.0
2239,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,5.4158,,252.3100,0.1368,237.15,,845.17,,849.44,0.4594,0.1561,0.0025,,0.2226,0.0755,0.0001,,3%,1.4%,0.7%,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,0.9589999999999999,0.0
2240,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,5.4158,,252.3100,0.1368,237.15,,"3,505.46",,"3,525.12",0.4594,0.1561,0.0025,,0.2226,0.0755,0.0001,,3%,1.4%,0.7%,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,0.9589999999999999,0.0
2241,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,5.4158,,252.3100,0.1368,237.15,,"12,726.30",,"12,075.11",0.4594,0.1561,0.0025,,0.2226,0.0755,0.0001,,3%,1.4%,0.7%,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,0.9589999999999999,0.0
2242,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,5.4158,,270.2100,0.0513,182.66,,845.17,,849.44,0.2258,0.1561,0.0025,,0.2226,0.0755,0.0001,,3%,1.4%,0.7%,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,0.7254,0.0
2243,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,5.4158,,270.2100,0.0513,182.66,,"3,505.46",,"3,525.12",0.2258,0.1561,0.0025,,0.2226,0.0755,0.0001,,3%,1.4%,0.7%,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,0.7254,0.0
2244,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,5.4158,,270.2100,0.0513,182.66,,"12,726.30",,"12,075.11",0.2258,0.1561,0.0025,,0.2226,0.0755,0.0001,,3%,1.4%,0.7%,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,0.7254,0.0
2245,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,5.4158,,305.3900,0.0513,182.66,,845.17,,849.44,0.2258,0.1561,0.0025,,0.2226,0.0755,0.0001,,3%,1.4%,0.7%,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,0.7254,0.0
2246,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,5.4158,,305.3900,0.0513,182.66,,"3,505.46",,"3,525.12",0.2258,0.1561,0.0025,,0.2226,0.0755,0.0001,,3%,1.4%,0.7%,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,0.7254,0.0
2247,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,5.4158,,305.3900,0.0513,182.66,,"12,726.30",,"12,075.11",0.2258,0.1561,0.0025,,0.2226,0.0755,0.0001,,3%,1.4%,0.7%,Jun-2019,05-26-2019,06-25-2019,,,,,,0.0428,,,,,,,,,,,,0.7254,0.0
