Charge,Customer Class,Customer Subclass,Lower Limit Demand,Upper Limit Demand,Lower Limit Consumption,Upper Limit Consumption,Supply Period,Supply Period Start,Supply Period End,kWh Attributable,kW Attributable,Generation Charge,Transmission Charge,Distribution Charge,Supply Charge,Metering Charge,System Loss Charge,UC-ME,UC-EC,UC-SCC,Fit-All (Renewable),Lifeline Rate Subsidy,Senior Citizen Subsidy,Power Act Reduction,Distribution Rate True-Up,Current RPT Charge,UC-ME for (NPC-SPUG),UC-ME for (RED-CI),UC-SD,Prev. Mos' Adj on Gen Cost,Dist Rate True-Up 1,Dist Rate True-Up 2,Dist Rate True-Up 3,Dist Rate True-Up 4,Cross Subsidy Charge,For Non-lifeline: Lifeline Subsidy,Current RPT,Prev. Mos' Adj on Gen,Reset Cost Adjustment,Total per kWh,Transmission Charge,Distribution Charge,Total per kW,Supply Charge,Metering Charge,Total per cust/mo,Lifeline Discount,Special Discount,For Lifeline: Applicable Discounts,Total %,Power Factor Adj,Power Factor Adj
Unit,,,,,,,,,,,,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,,per kW,per kW,,per cust/mo,per cust/mo,,%,%,%,,Penalty,Disc
1942,Residential,OVER 400 KWH,,,400.0,,Jul-21,06-26-21,07-25-21,1.4183,0.0,4.8707,0.5992,2.1387,0.5085,0.3377,0.4888,,0.0000,,0.0983,0.0560,0.0001,,(0.2761),,0.1544,0.0017,0.0428,,,,,,,,0.0061,,,4.1562,,,0.0,16.73,5.00,21.73,,,,0.0,,
1943,General Service A,0 TO 200 KWH,,,0.0,200,Jul-21,06-26-21,07-25-21,1.4183,0.0,4.8707,0.5992,1.0012,0.5085,0.3377,0.4888,,0.0000,,0.0983,0.0560,0.0001,,(0.2761),,0.1544,0.0017,0.0428,,,,,,,,0.0061,,,3.0187,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
1944,General Service A,201 TO 300 KWH,,,201.0,300,Jul-21,06-26-21,07-25-21,1.4183,0.0,4.8707,0.5992,1.3183,0.5085,0.3377,0.4888,,0.0000,,0.0983,0.0560,0.0001,,(0.2761),,0.1544,0.0017,0.0428,,,,,,,,0.0061,,,3.3358,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
1945,General Service A,301 TO 400 KWH,,,301.0,400,Jul-21,06-26-21,07-25-21,1.4183,0.0,4.8707,0.5992,1.6175,0.5085,0.3377,0.4888,,0.0000,,0.0983,0.0560,0.0001,,(0.2761),,0.1544,0.0017,0.0428,,,,,,,,0.0061,,,3.635,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
1946,General Service A,OVER 400 KWH,,,400.0,,Jul-21,06-26-21,07-25-21,1.4183,0.0,4.8707,0.5992,2.1387,0.5085,0.3377,0.4888,,0.0000,,0.0983,0.0560,0.0001,,(0.2761),,0.1544,0.0017,0.0428,,,,,,,,0.0061,,,4.1562,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
1947,General Service B,General Service B,5.0,40.0,,,Jul-21,06-26-21,07-25-21,0.6671,0.0,4.8707,,0.1368,,,0.4888,,0.0000,,0.0983,0.0560,0.0001,,(0.1811),,0.1544,0.0017,0.0428,,,,,,,,0.0061,,,0.8039,183.5900,237.15,420.74,371.48,362.34,733.8199999999999,,3%,,3.0,,
1948,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,Jul-21,06-26-21,07-25-21,0.7693000000000001,0.0,4.8707,,0.1368,,,0.4888,,0.0000,,0.0983,0.0560,0.0001,,(0.0789),,0.1544,0.0017,0.0428,,,,,,,,0.0061,,,0.9061,207.5500,237.15,444.70000000000005,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
1949,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,Jul-21,06-26-21,07-25-21,0.7693000000000001,0.0,4.8707,,0.1368,,,0.4888,,0.0000,,0.0983,0.0560,0.0001,,(0.0789),,0.1544,0.0017,0.0428,,,,,,,,0.0061,,,0.9061,207.5500,237.15,444.70000000000005,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
1950,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,Jul-21,06-26-21,07-25-21,0.7693000000000001,0.0,4.8707,,0.1368,,,0.4888,,0.0000,,0.0983,0.0560,0.0001,,(0.0789),,0.1544,0.0017,0.0428,,,,,,,,0.0061,,,0.9061,207.5500,237.15,444.70000000000005,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
1951,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,Jul-21,06-26-21,07-25-21,0.5226999999999999,0.0,4.8707,,0.0513,,,0.2422,,0.0000,,0.0983,0.0560,0.0001,,(0.0789),,0.1544,0.0017,0.0428,,,,,,,,0.0061,,,0.5740000000000001,223.1600,182.66,405.82,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
1952,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,Jul-21,06-26-21,07-25-21,0.5226999999999999,0.0,4.8707,,0.0513,,,0.2422,,0.0000,,0.0983,0.0560,0.0001,,(0.0789),,0.1544,0.0017,0.0428,,,,,,,,0.0061,,,0.5740000000000001,223.1600,182.66,405.82,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
1953,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,Jul-21,06-26-21,07-25-21,0.5226999999999999,0.0,4.8707,,0.0513,,,0.2422,,0.0000,,0.0983,0.0560,0.0001,,(0.0789),,0.1544,0.0017,0.0428,,,,,,,,0.0061,,,0.5740000000000001,223.1600,182.66,405.82,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
1954,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,Jul-21,06-26-21,07-25-21,0.5226999999999999,0.0,4.8707,,0.0513,,,0.2422,,0.0000,,0.0983,0.0560,0.0001,,(0.0789),,0.1544,0.0017,0.0428,,,,,,,,0.0061,,,0.5740000000000001,254.1500,182.66,436.81,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
1955,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,Jul-21,06-26-21,07-25-21,0.5226999999999999,0.0,4.8707,,0.0513,,,0.2422,,0.0000,,0.0983,0.0560,0.0001,,(0.0789),,0.1544,0.0017,0.0428,,,,,,,,0.0061,,,0.5740000000000001,254.1500,182.66,436.81,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
1956,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,Jul-21,06-26-21,07-25-21,0.5226999999999999,0.0,4.8707,,0.0513,,,0.2422,,0.0000,,0.0983,0.0560,0.0001,,(0.0789),,0.1544,0.0017,0.0428,,,,,,,,0.0061,,,0.5740000000000001,254.1500,182.66,436.81,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
1957,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,Jul-21,06-26-21,07-25-21,0.3779,0.0,4.8707,,0.0513,,,0.0974,,0.0000,,0.0983,0.0560,0.0001,,(0.0789),,0.1544,0.0017,0.0428,,,,,,,,0.0061,,,0.4292,223.9000,143.32,367.22,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
1958,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,Jul-21,06-26-21,07-25-21,0.3779,0.0,4.8707,,0.0513,,,0.0974,,0.0000,,0.0983,0.0560,0.0001,,(0.0789),,0.1544,0.0017,0.0428,,,,,,,,0.0061,,,0.4292,223.9000,143.32,367.22,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
1959,GHMSCI,GHMSCI,,,,,Jul-21,06-26-21,07-25-21,0.7317,0.0,4.8707,0.6521,0.8667,,,0.4888,,0.0000,,0.0983,0.0560,0.0001,,(0.1165),,0.1544,0.0017,0.0428,,,,,,,,0.0061,,,2.2504999999999997,,,0.0,278.59,278.46,557.05,,,,0.0,,
1960,FLAT STREETLIGHTS,Per kWh,,,,,Jul-21,06-26-21,07-25-21,1.2106999999999999,0.0,4.8707,0.6136,2.0082,0.6495,,0.4888,,0.0000,,0.0983,0.0560,0.0001,,(0.2870),,0.1544,0.0017,0.0428,,,,,,,,0.0061,,,3.8325,,,0.0,,,0.0,,,,0.0,,
1961,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,Jul-21,06-26-21,07-25-21,50.8504,0.0,204.57,25.77,84.34,27.28,,20.53,,0.00,,4.13,2.35,0.0042,,(12.05),,6.48,0.07,1.80,,,,,,,,0.2562,,,160.96040000000002,,,0.0,,,0.0,,,,0.0,,
1962,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,Jul-21,06-26-21,07-25-21,81.1154,0.0,326.34,41.11,134.55,43.52,,32.75,,0.00,,6.59,3.75,0.0067,,(19.23),,10.34,0.11,2.87,,,,,,,,0.4087,,,256.77540000000005,,,0.0,,,0.0,,,,0.0,,
1963,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,Jul-21,06-26-21,07-25-21,135.5944,0.0,545.52,68.72,224.92,72.74,,54.75,,0.00,,11.01,6.27,0.0112,,(32.14),,17.29,0.19,4.79,,,,,,,,0.6832,,,429.2344,,,0.0,,,0.0,,,,0.0,,
1964,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,Jul-21,06-26-21,07-25-21,210.6588,0.0,847.50,106.77,349.43,113.01,,85.05,,0.00,,17.10,9.74,0.0174,,(49.94),,26.87,0.30,7.45,,,,,,,,1.0614,,,666.8588,,,0.0,,,0.0,,,,0.0,,
1965,Residential,0 TO 20 KWH,,,0.0,20,Jul-22,06-26-22,07-25-22,-0.058800000000000074,0.0,6.7756,0.8552,1.0012,0.5085,0.3377,0.5940,,0.0000,,0.0983,,,(0.0020),,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,1.7976,,,0.0,16.73,5.00,21.73,100.00%,,,100.0,,
1966,Residential,21 TO 50 KWH,,,21.0,50,Jul-22,06-26-22,07-25-22,-0.058800000000000074,0.0,6.7756,0.8552,1.0012,0.5085,0.3377,0.5940,,0.0000,,0.0983,,,(0.0020),,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,1.7976,,,0.0,16.73,5.00,21.73,50.00%,,,50.0,,
1967,Residential,51 TO 70 KWH,,,51.0,70,Jul-22,06-26-22,07-25-22,-0.058800000000000074,0.0,6.7756,0.8552,1.0012,0.5085,0.3377,0.5940,,0.0000,,0.0983,,,(0.0020),,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,1.7976,,,0.0,16.73,5.00,21.73,35.00%,,,35.0,,
1968,Residential,71 TO 100 KWH,,,71.0,100,Jul-22,06-26-22,07-25-22,-0.058800000000000074,0.0,6.7756,0.8552,1.0012,0.5085,0.3377,0.5940,,0.0000,,0.0983,,,(0.0020),,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,1.7976,,,0.0,16.73,5.00,21.73,20.00%,,,20.0,,
1969,Residential,101 TO 200 KWH,,,101.0,200,Jul-22,06-26-22,07-25-22,0.011799999999999922,0.0,6.7756,0.8552,1.0012,0.5085,0.3377,0.5940,,0.0000,,0.0983,0.0705,0.0001,(0.0020),,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,1.8682000000000003,,,0.0,16.73,5.00,21.73,,,,0.0,,
1970,Residential,201 TO 300 KWH,,,201.0,300,Jul-22,06-26-22,07-25-22,0.011799999999999922,0.0,6.7756,0.8552,1.3183,0.5085,0.3377,0.5940,,0.0000,,0.0983,0.0705,0.0001,(0.0020),,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,2.1853000000000002,,,0.0,16.73,5.00,21.73,,,,0.0,,
1971,Residential,301 TO 400 KWH,,,301.0,400,Jul-22,06-26-22,07-25-22,0.011799999999999922,0.0,6.7756,0.8552,1.6175,0.5085,0.3377,0.5940,,0.0000,,0.0983,0.0705,0.0001,(0.0020),,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,2.4845,,,0.0,16.73,5.00,21.73,,,,0.0,,
1972,Residential,OVER 400 KWH,,,400.0,,Jul-22,06-26-22,07-25-22,0.011799999999999922,0.0,6.7756,0.8552,2.1387,0.5085,0.3377,0.5940,,0.0000,,0.0983,0.0705,0.0001,(0.0020),,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,3.0056999999999996,,,0.0,16.73,5.00,21.73,,,,0.0,,
1973,General Service A,0 TO 200 KWH,,,0.0,200,Jul-22,06-26-22,07-25-22,0.013799999999999923,0.0,6.7756,0.8552,1.0012,0.5085,0.3377,0.5940,,0.0000,,0.0983,0.0705,0.0001,,,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,1.8702,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
1974,General Service A,201 TO 300 KWH,,,201.0,300,Jul-22,06-26-22,07-25-22,0.013799999999999923,0.0,6.7756,0.8552,1.3183,0.5085,0.3377,0.5940,,0.0000,,0.0983,0.0705,0.0001,,,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,2.1873,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
1975,General Service A,301 TO 400 KWH,,,301.0,400,Jul-22,06-26-22,07-25-22,0.013799999999999923,0.0,6.7756,0.8552,1.6175,0.5085,0.3377,0.5940,,0.0000,,0.0983,0.0705,0.0001,,,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,2.4865,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
1976,General Service A,OVER 400 KWH,,,400.0,,Jul-22,06-26-22,07-25-22,0.013799999999999923,0.0,6.7756,0.8552,2.1387,0.5085,0.3377,0.5940,,0.0000,,0.0983,0.0705,0.0001,,,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,3.0077,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
1977,General Service B,General Service B,5.0,40.0,,,Jul-22,06-26-22,07-25-22,-0.21289999999999998,0.0,6.7756,,0.1368,,,0.5940,,0.0000,,0.0983,0.0705,0.0001,,,0.0067,0.1544,0.0017,0.0428,,(0.1811),(0.1262),(0.3063),(0.5678),,,,,,-0.0761,260.6800,237.15,497.83000000000004,371.48,362.34,733.8199999999999,,3%,,3.0,,
1978,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,Jul-22,06-26-22,07-25-22,0.45400000000000007,0.0,6.7756,,0.1368,,,0.5940,,0.0000,,0.0983,0.0705,0.0001,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,0.5908,294.4100,237.15,531.5600000000001,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
1979,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,Jul-22,06-26-22,07-25-22,0.45400000000000007,0.0,6.7756,,0.1368,,,0.5940,,0.0000,,0.0983,0.0705,0.0001,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,0.5908,294.4100,237.15,531.5600000000001,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
1980,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,Jul-22,06-26-22,07-25-22,0.45400000000000007,0.0,6.7756,,0.1368,,,0.5940,,0.0000,,0.0983,0.0705,0.0001,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,0.5908,294.4100,237.15,531.5600000000001,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
1981,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,Jul-22,06-26-22,07-25-22,0.13180000000000006,0.0,6.7756,,0.0513,,,0.2718,,0.0000,,0.0983,0.0705,0.0001,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,0.18310000000000007,320.2300,182.66,502.89,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
1982,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,Jul-22,06-26-22,07-25-22,0.13180000000000006,0.0,6.7756,,0.0513,,,0.2718,,0.0000,,0.0983,0.0705,0.0001,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,0.18310000000000007,320.2300,182.66,502.89,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
1983,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,Jul-22,06-26-22,07-25-22,0.13180000000000006,0.0,6.7756,,0.0513,,,0.2718,,0.0000,,0.0983,0.0705,0.0001,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,0.18310000000000007,320.2300,182.66,502.89,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
1984,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,Jul-22,06-26-22,07-25-22,0.13180000000000006,0.0,6.7756,,0.0513,,,0.2718,,0.0000,,0.0983,0.0705,0.0001,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,0.18310000000000007,355.1400,182.66,537.8,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
1985,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,Jul-22,06-26-22,07-25-22,0.13180000000000006,0.0,6.7756,,0.0513,,,0.2718,,0.0000,,0.0983,0.0705,0.0001,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,0.18310000000000007,355.1400,182.66,537.8,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
1986,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,Jul-22,06-26-22,07-25-22,0.13180000000000006,0.0,6.7756,,0.0513,,,0.2718,,0.0000,,0.0983,0.0705,0.0001,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,0.18310000000000007,355.1400,182.66,537.8,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
1987,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,Jul-22,06-26-22,07-25-22,-0.015599999999999947,0.0,6.7756,,0.0513,,,0.1244,,0.0000,,0.0983,0.0705,0.0001,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,0.035700000000000065,376.2400,143.32,519.56,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
1988,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,Jul-22,06-26-22,07-25-22,-0.015599999999999947,0.0,6.7756,,0.0513,,,0.1244,,0.0000,,0.0983,0.0705,0.0001,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,0.035700000000000065,376.2400,143.32,519.56,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
1989,GHMSCI,GHMSCI,,,,,Jul-22,06-26-22,07-25-22,0.20829999999999999,0.0,6.7756,0.9262,0.8667,,,0.5940,,0.0000,,0.0983,0.0705,0.0001,,,0.0067,0.1544,0.0017,0.0428,,(0.1165),(0.0812),(0.1971),(0.3654),,,,,,2.0012000000000003,,,0.0,278.59,278.46,557.05,,,,0.0,,
1990,FLAT STREETLIGHTS,Per kWh,,,,,Jul-22,06-26-22,07-25-22,1.6179999999999999,0.0,6.7756,0.8738,2.0082,0.6495,,0.5940,,0.0000,,0.0983,0.0705,0.0001,,,0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,4.5,,,0.0,,,0.0,,,,0.0,,
1991,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,Jul-22,06-26-22,07-25-22,-10.665799999999994,0.0,284.58,36.70,84.34,27.28,,24.95,,0.00,,4.13,2.96,0.0042,,,0.28,6.48,0.07,1.80,,-12.05,-8.40,-20.38,-37.79,,,,,,110.37420000000002,,,0.0,,,0.0,,,,0.0,,
1992,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,Jul-22,06-26-22,07-25-22,-17.023300000000003,0.0,453.97,58.54,134.55,43.52,,39.80,,0.00,,6.59,4.72,0.0067,,,0.45,10.34,0.11,2.87,,-19.23,-13.39,-32.52,-60.29,,,,,,176.06670000000003,,,0.0,,,0.0,,,,0.0,,
1993,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,Jul-22,06-26-22,07-25-22,-28.44879999999999,0.0,758.87,97.87,224.92,72.74,,66.53,,0.00,,11.01,7.90,0.0112,,,0.75,17.29,0.19,4.79,,-32.14,-22.39,-54.35,-100.78,,,,,,294.3412,,,0.0,,,0.0,,,,0.0,,
1994,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,Jul-22,06-26-22,07-25-22,-44.182600000000015,0.0,"1,178.95",152.04,349.43,113.01,,103.36,,0.00,,17.10,12.27,0.0174,,,1.17,26.87,0.30,7.45,,-49.94,-34.78,-84.44,-156.57,,,,,,457.2874,,,0.0,,,0.0,,,,0.0,,
1995,Residential,0 TO 20 KWH,,,0.0,20,Jul-23,06-26-23,07-25-23,1.7409,0.0,6.6066,0.5903,0.9803,0.4979,0.3350,0.5707,,0.0000,,0.0000,,0.0001,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0648,,,,3.3114999999999997,,,0.0,16.38,5.00,21.38,,,100.00%,100.0,,
1996,Residential,21 TO 50 KWH,,,21.0,50,Jul-23,06-26-23,07-25-23,1.7409,0.0,6.6066,0.5903,0.9803,0.4979,0.3350,0.5707,,0.0000,,0.0000,,0.0001,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0648,,,,3.3114999999999997,,,0.0,16.38,5.00,21.38,,,50.00%,50.0,,
1997,Residential,51 TO 70 KWH,,,51.0,70,Jul-23,06-26-23,07-25-23,1.7409,0.0,6.6066,0.5903,0.9803,0.4979,0.3350,0.5707,,0.0000,,0.0000,,0.0001,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0648,,,,3.3114999999999997,,,0.0,16.38,5.00,21.38,,,35.00%,35.0,,
1998,Residential,71 TO 100 KWH,,,71.0,100,Jul-23,06-26-23,07-25-23,1.7409,0.0,6.6066,0.5903,0.9803,0.4979,0.3350,0.5707,,0.0000,,0.0000,,0.0001,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0648,,,,3.3114999999999997,,,0.0,16.38,5.00,21.38,,,20.00%,20.0,,
1999,Residential,101 TO 200 KWH,,,101.0,200,Jul-23,06-26-23,07-25-23,1.7409,0.0,6.6066,0.5903,0.9803,0.4979,0.3350,0.5707,,0.0000,,0.0000,,0.0001,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0648,,,,3.3114999999999997,,,0.0,16.38,5.00,21.38,,,,0.0,,
2000,Residential,201 TO 300 KWH,,,201.0,300,Jul-23,06-26-23,07-25-23,1.7409,0.0,6.6066,0.5903,1.2908,0.4979,0.3350,0.5707,,0.0000,,0.0000,,0.0001,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0648,,,,3.622,,,0.0,16.38,5.00,21.38,,,,0.0,,
2001,Residential,301 TO 400 KWH,,,301.0,400,Jul-23,06-26-23,07-25-23,1.7409,0.0,6.6066,0.5903,1.5837,0.4979,0.3350,0.5707,,0.0000,,0.0000,,0.0001,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0648,,,,3.9149000000000003,,,0.0,16.38,5.00,21.38,,,,0.0,,
2002,Residential,OVER 400 KWH,,,400.0,,Jul-23,06-26-23,07-25-23,1.7409,0.0,6.6066,0.5903,2.0941,0.4979,0.3350,0.5707,,0.0000,,0.0000,,0.0001,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0648,,,,4.4253,,,0.0,16.38,5.00,21.38,,,,0.0,,
2003,General Service A,0 TO 200 KWH,,,0.0,200,Jul-23,06-26-23,07-25-23,1.7409,0.0,6.6066,0.5903,0.9803,0.4979,0.3350,0.5707,,0.0000,,0.0000,,0.0001,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0648,,,,3.3114999999999997,,,0.0,16.38,5.00,21.38,,,,0.0,,
2004,General Service A,201 TO 300 KWH,,,201.0,300,Jul-23,06-26-23,07-25-23,1.7409,0.0,6.6066,0.5903,1.2908,0.4979,0.3350,0.5707,,0.0000,,0.0000,,0.0001,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0648,,,,3.622,,,0.0,16.38,5.00,21.38,,,,0.0,,
2005,General Service A,301 TO 400 KWH,,,301.0,400,Jul-23,06-26-23,07-25-23,1.7409,0.0,6.6066,0.5903,1.5837,0.4979,0.3350,0.5707,,0.0000,,0.0000,,0.0001,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0648,,,,3.9149000000000003,,,0.0,16.38,5.00,21.38,,,,0.0,,
2006,General Service A,OVER 400 KWH,,,400.0,,Jul-23,06-26-23,07-25-23,1.7409,0.0,6.6066,0.5903,2.0941,0.4979,0.3350,0.5707,,0.0000,,0.0000,,0.0001,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0648,,,,4.4253,,,0.0,16.38,5.00,21.38,,,,0.0,,
2007,General Service B,General Service B,5.0,40.0,,,Jul-23,06-26-23,07-25-23,0.9079999999999999,0.0,6.6066,,0.1339,,,0.5707,,0.0000,,0.0000,,0.0001,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0648,,,,1.0419,179.2200,232.20,411.41999999999996,363.73,354.78,718.51,,,,0.0,,
2008,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,Jul-23,06-26-23,07-25-23,0.9079999999999999,0.0,6.6066,,0.1339,,,0.5707,,0.0000,,0.0000,,0.0001,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0648,,,,1.0419,199.0700,232.20,431.27,827.54,831.72,1659.26,,,,0.0,1.4%,0.7%
2009,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,Jul-23,06-26-23,07-25-23,0.9079999999999999,0.0,6.6066,,0.1339,,,0.5707,,0.0000,,0.0000,,0.0001,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0648,,,,1.0419,199.0700,232.20,431.27,"3,432.33","3,451.57",0.0,,,,0.0,1.4%,0.7%
2010,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,Jul-23,06-26-23,07-25-23,0.9079999999999999,0.0,6.6066,,0.1339,,,0.5707,,0.0000,,0.0000,,0.0001,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0648,,,,1.0419,199.0700,232.20,431.27,"12,460.82","11,823.21",0.0,,,,0.0,1.4%,0.7%
